district,market,price_lkr,year,month,usd_lkr_rate,food_inflation_yoy,quarter,agri_season,crisis_period,covid_lockdown,month_sin,month_cos,price_lag_1m,price_lag_2m,price_lag_3m,price_roll3m_mean,price_roll6m_mean,price_roll3m_std,price_mom_pct,rice_Rice (long grain),rice_Rice (medium grain),rice_Rice (red nadu),rice_Rice (red),rice_Rice (white),prov_Central,prov_Eastern,prov_North Central,prov_North Western,prov_Northern,prov_Sabaragamuwa,prov_Southern,prov_Uva,prov_Western
Jaffna,Jaffna,60.0,2012,4,114.0,0.0,2,1,0,0,0.8660254037844387,-0.4999999999999998,57.67,52.58,64.67,58.30666666666667,58.81999999999999,6.070093354581623,4.04,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Kilinochchi,Kilinochchi,50.91,2012,5,114.0,0.0,2,1,0,0,0.49999999999999994,-0.8660254037844387,60.0,57.67,52.58,56.75,59.15333333333333,3.7945882517083263,-15.15,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Vavuniya,Vavuniya,59.73,2012,5,114.0,0.0,2,1,0,0,0.49999999999999994,-0.8660254037844387,50.91,60.0,57.67,56.19333333333333,57.63833333333333,4.7214863478926095,17.32,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Vavuniya,Vavuniya,59.83,2012,6,133.7,0.0,2,1,0,0,1.2246467991473532e-16,-1.0,59.73,50.91,60.0,56.879999999999995,57.593333333333334,5.171933874287531,0.17,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Mullattivu,Mulaitivu,56.25,2012,6,133.7,0.0,2,1,0,0,1.2246467991473532e-16,-1.0,59.83,59.73,50.91,56.82333333333333,56.78666666666667,5.121340970228029,-5.98,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,59.13,2012,6,133.7,0.0,2,1,0,0,1.2246467991473532e-16,-1.0,56.25,59.83,59.73,58.60333333333333,57.39833333333333,2.0386596904181546,5.12,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Mannar,Mannar,60.0,2012,7,133.7,0.0,3,1,0,0,-0.4999999999999997,-0.8660254037844388,59.13,56.25,59.83,58.403333333333336,57.64166666666667,1.897401732194815,1.47,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Mullattivu,Mulaitivu,57.5,2012,7,133.7,0.0,3,1,0,0,-0.4999999999999997,-0.8660254037844388,60.0,59.13,56.25,58.46,57.64166666666667,1.962727693798237,-4.17,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,59.3,2012,7,133.7,0.0,3,1,0,0,-0.4999999999999997,-0.8660254037844388,57.5,60.0,59.13,58.876666666666665,58.74,1.2691072978025957,3.13,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Kilinochchi,Kilinochchi,50.0,2012,7,133.7,0.0,3,1,0,0,-0.4999999999999997,-0.8660254037844388,59.3,57.5,60.0,58.93333333333334,58.66833333333333,1.2897028081444946,-15.68,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Mullattivu,Mullativu,228.0,2023,7,316.0,-1.4,3,1,0,0,-0.4999999999999997,-0.8660254037844388,224.56,225.54,228.0,226.03333333333333,226.03333333333333,1.7722678503356388,1.53,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Vavuniya,Vavuniya,222.9,2023,7,316.0,-1.4,3,1,0,0,-0.4999999999999997,-0.8660254037844388,228.0,224.56,225.54,226.03333333333333,226.525,1.7722678503356388,-2.24,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Mannar,Mannar,226.0,2023,7,316.0,-1.4,3,1,0,0,-0.4999999999999997,-0.8660254037844388,222.9,228.0,224.56,225.15333333333334,225.8,2.601256106832484,1.39,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Kilinochchi,Kilinochchi,229.0,2023,7,316.0,-1.4,3,1,0,0,-0.4999999999999997,-0.8660254037844388,226.0,222.9,228.0,225.63333333333333,225.83333333333334,2.569695182961065,1.33,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Mannar,Mannar,226.0,2023,8,320.0,-4.8,3,1,0,0,-0.8660254037844385,-0.5000000000000004,229.0,226.0,222.9,225.96666666666667,226.0,3.050136608962504,-1.31,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Kilinochchi,Kilinochchi,236.75,2023,9,325.0,-5.2,3,1,0,0,-1.0,-1.8369701987210297e-16,226.0,229.0,226.0,227.0,226.07666666666668,1.7320508075688683,4.76,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Mannar,Mannar,230.0,2023,9,325.0,-5.2,3,1,0,0,-1.0,-1.8369701987210297e-16,236.75,226.0,229.0,230.58333333333334,228.10833333333335,5.547146413547533,-2.85,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,230.0,2023,9,325.0,-5.2,3,1,0,0,-1.0,-1.8369701987210297e-16,230.0,236.75,226.0,230.91666666666666,228.4416666666667,5.4333077709010045,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Vavuniya,Vavuniya,233.04,2023,10,323.0,-5.2,4,0,0,0,-0.8660254037844386,0.5000000000000001,230.0,230.0,236.75,232.25,229.625,3.8971143170299665,1.32,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Kilinochchi,Kilinochchi,232.6,2023,10,323.0,-5.2,4,0,0,0,-0.8660254037844386,0.5000000000000001,233.04,230.0,230.0,231.01333333333332,230.79833333333332,1.7551448183364455,-0.19,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,231.0,2023,10,323.0,-5.2,4,0,0,0,-0.8660254037844386,0.5000000000000001,232.6,233.04,230.0,231.88,231.3983333333333,1.642924222233017,-0.69,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Mannar,Mannar,230.0,2023,11,322.0,-3.6,4,0,0,0,-0.5000000000000004,0.8660254037844384,231.0,232.6,233.04,232.21333333333334,232.23166666666665,1.0735610524480244,-0.43,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Mannar,Mannar,247.1,2023,12,320.0,0.3,4,0,0,0,-2.4492935982947064e-16,1.0,230.0,231.0,232.6,231.20000000000002,231.10666666666665,1.3114877048604057,7.43,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Vavuniya,Vavuniya,237.6,2023,12,320.0,0.3,4,0,0,0,-2.4492935982947064e-16,1.0,247.1,230.0,231.0,236.03333333333333,233.95666666666668,9.597048157289455,-3.84,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Kilinochchi,Kilinochchi,240.32,2023,12,320.0,0.3,4,0,0,0,-2.4492935982947064e-16,1.0,237.6,247.1,230.0,238.23333333333335,235.22333333333333,8.567574530363466,1.14,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Kilinochchi,Kilinochchi,247.12,2024,1,315.0,3.3,1,0,0,0,0.49999999999999994,0.8660254037844387,240.32,237.6,247.1,241.67333333333332,236.43666666666664,4.892456778892647,2.83,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Mannar,Mannar,246.35,2024,2,310.0,3.5,1,0,0,0,0.8660254037844386,0.5000000000000001,247.12,240.32,237.6,241.67999999999998,238.85666666666668,4.903549734630951,-0.31,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,255.4,2024,2,310.0,3.5,1,0,0,0,0.8660254037844386,0.5000000000000001,246.35,247.12,240.32,244.59666666666666,241.41499999999996,3.7236585951631294,3.67,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Kilinochchi,Kilinochchi,243.8,2024,2,310.0,3.5,1,0,0,0,0.8660254037844386,0.5000000000000001,255.4,246.35,247.12,249.62333333333333,245.6483333333333,5.017532594147429,-4.54,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Vavuniya,Vavuniya,252.4,2024,3,305.0,3.8,1,0,0,0,1.0,6.123233995736766e-17,243.8,255.4,246.35,248.51666666666665,245.09833333333333,6.095968613217422,3.53,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Mannar,Mannar,242.0,2024,3,305.0,3.8,1,0,0,0,1.0,6.123233995736766e-17,252.4,243.8,255.4,250.53333333333333,247.56500000000003,6.02107410129884,-4.12,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Kilinochchi,Kilinochchi,245.7,2024,3,305.0,3.8,1,0,0,0,1.0,6.123233995736766e-17,242.0,252.4,243.8,246.0666666666667,247.84500000000003,5.558177159225164,1.53,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,250.55,2024,3,305.0,3.8,1,0,0,0,1.0,6.123233995736766e-17,245.7,242.0,252.4,246.70000000000002,247.60833333333335,5.271622141238779,1.97,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Vavuniya,Vavuniya,247.3,2024,4,300.0,2.9,2,1,0,0,0.8660254037844387,-0.4999999999999998,250.55,245.7,242.0,246.08333333333334,248.30833333333337,4.287870489337604,-1.3,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Mannar,Mannar,246.73,2024,4,300.0,2.9,2,1,0,0,0.8660254037844387,-0.4999999999999998,247.3,250.55,245.7,247.85000000000002,246.95833333333334,2.4713356712511945,-0.23,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,247.6,2024,4,300.0,2.9,2,1,0,0,0.8660254037844387,-0.4999999999999998,246.73,247.3,250.55,248.1933333333333,247.4466666666667,2.0607361144338276,0.35,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Kilinochchi,Kilinochchi,247.2,2024,4,300.0,2.9,2,1,0,0,0.8660254037844387,-0.4999999999999998,247.6,246.73,247.3,247.21,246.64666666666665,0.44192759587819325,-0.16,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Mullattivu,Mullativu,283.75,2024,5,303.0,0.0,2,1,0,0,0.49999999999999994,-0.8660254037844387,247.2,247.6,246.73,247.17666666666665,247.51333333333332,0.4354690957255379,14.79,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Mannar,Mannar,246.0,2024,5,303.0,0.0,2,1,0,0,0.49999999999999994,-0.8660254037844387,283.75,247.2,247.6,259.51666666666665,253.855,20.987635248720387,-13.3,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Vavuniya,Vavuniya,250.15,2024,6,304.0,0.5,2,1,0,0,1.2246467991473532e-16,-1.0,246.0,283.75,247.2,258.98333333333335,253.09666666666666,21.45695303003972,1.69,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Mannar,Mannar,246.0,2024,6,304.0,0.5,2,1,0,0,1.2246467991473532e-16,-1.0,250.15,246.0,283.75,259.9666666666667,253.5716666666667,20.701227821878838,-1.66,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,249.0,2024,6,304.0,0.5,2,1,0,0,1.2246467991473532e-16,-1.0,246.0,250.15,246.0,247.38333333333335,253.45000000000002,2.3960036171370223,1.22,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Kilinochchi,Kilinochchi,247.85,2024,6,304.0,0.5,2,1,0,0,1.2246467991473532e-16,-1.0,249.0,246.0,250.15,248.38333333333335,253.68333333333337,2.1426230030813813,-0.46,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Kilinochchi,Kilinochchi,247.48,2024,7,304.0,0.7,3,1,0,0,-0.4999999999999997,-0.8660254037844388,247.85,249.0,246.0,247.6166666666667,253.79166666666666,1.5135499110811117,-0.15,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Vavuniya,Vavuniya,246.8,2024,8,299.0,0.8,3,1,0,0,-0.8660254037844385,-0.5000000000000004,247.48,247.85,249.0,248.11,247.74666666666667,0.7926537705708738,-0.27,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Mullattivu,Mullativu,247.95,2024,8,299.0,0.8,3,1,0,0,-0.8660254037844385,-0.5000000000000004,246.8,247.48,247.85,247.3766666666667,247.88,0.5325723737988194,0.47,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Mannar,Mannar,246.5,2024,8,299.0,0.8,3,1,0,0,-0.8660254037844385,-0.5000000000000004,247.95,246.8,247.48,247.41,247.51333333333332,0.5781868210192654,-0.58,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Vavuniya,Vavuniya,247.05,2024,9,298.0,0.9,3,1,0,0,-1.0,-1.8369701987210297e-16,246.5,247.95,246.8,247.08333333333334,247.59666666666666,0.7653975002139534,0.22,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Mullattivu,Mullativu,245.4,2024,9,298.0,0.9,3,1,0,0,-1.0,-1.8369701987210297e-16,247.05,246.5,247.95,247.1666666666667,247.27166666666665,0.7320063752002127,-0.67,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Kilinochchi,Kilinochchi,244.05,2024,9,298.0,0.9,3,1,0,0,-1.0,-1.8369701987210297e-16,245.4,247.05,246.5,246.3166666666667,246.86333333333334,0.8401388774089085,-0.55,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,238.67,2024,9,298.0,0.9,3,1,0,0,-1.0,-1.8369701987210297e-16,244.05,245.4,247.05,245.5,246.29166666666666,1.5024979201318986,-2.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Vavuniya,Vavuniya,238.68,2024,10,298.0,0.8,4,0,0,0,-0.8660254037844386,0.5000000000000001,238.67,244.05,245.4,242.7066666666667,244.9366666666667,3.560426004473968,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,241.62,2024,10,298.0,0.8,4,0,0,0,-0.8660254037844386,0.5000000000000001,238.68,238.67,244.05,240.4666666666667,243.39166666666665,3.1032617249169854,1.23,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Vavuniya,Vavuniya,238.07,2024,11,297.0,0.6,4,0,0,0,-0.5000000000000004,0.8660254037844384,241.62,238.68,238.67,239.65666666666667,242.57833333333335,1.7003038944067712,-1.47,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Mannar,Mannar,243.25,2024,11,297.0,0.6,4,0,0,0,-0.5000000000000004,0.8660254037844384,238.07,241.62,238.68,239.4566666666667,241.08166666666668,1.8981657813096506,2.18,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Mullattivu,Mullativu,242.85,2024,11,297.0,0.6,4,0,0,0,-0.5000000000000004,0.8660254037844384,243.25,238.07,241.62,240.98000000000002,240.72333333333333,2.6486411610486806,-0.16,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Kilinochchi,Kilinochchi,241.3,2024,11,297.0,0.6,4,0,0,0,-0.5000000000000004,0.8660254037844384,242.85,243.25,238.07,241.39000000000001,240.5233333333333,2.882151973786467,-0.64,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,242.75,2024,11,297.0,0.6,4,0,0,0,-0.5000000000000004,0.8660254037844384,241.3,242.85,243.25,242.4666666666667,240.96166666666667,1.0299676370325368,0.6,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Kilinochchi,Kilinochchi,245.72,2024,12,297.0,0.8,4,0,0,0,-2.4492935982947064e-16,1.0,242.75,241.3,242.85,242.30000000000004,241.64000000000001,0.8674675786454977,1.22,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Mannar,Mannar,246.12,2024,12,297.0,0.8,4,0,0,0,-2.4492935982947064e-16,1.0,245.72,242.75,241.3,243.2566666666667,242.32333333333335,2.2531385517393874,0.16,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,245.2,2024,12,297.0,0.8,4,0,0,0,-2.4492935982947064e-16,1.0,246.12,245.72,242.75,244.86333333333334,243.665,1.8410956882612253,-0.37,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Mullattivu,Mullativu,247.65,2025,1,299.0,1.0,1,0,0,0,0.49999999999999994,0.8660254037844387,245.2,246.12,245.72,245.68000000000004,243.99,0.46130250378752513,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Vavuniya,Vavuniya,244.68,2025,1,299.0,1.0,1,0,0,0,0.49999999999999994,0.8660254037844387,247.65,245.2,246.12,246.32333333333335,244.79000000000005,1.2375917474409333,-1.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Mannar,Mannar,247.0,2025,1,299.0,1.0,1,0,0,0,0.49999999999999994,0.8660254037844387,244.68,247.65,245.2,245.84333333333333,245.35333333333332,1.5860748195889025,0.95,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Kilinochchi,Kilinochchi,245.85,2025,1,299.0,1.0,1,0,0,0,0.49999999999999994,0.8660254037844387,247.0,244.68,247.65,246.44333333333338,246.06166666666664,1.5612921998568574,-0.47,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,243.6,2025,1,299.0,1.0,1,0,0,0,0.49999999999999994,0.8660254037844387,245.85,247.0,244.68,245.84333333333336,246.08333333333334,1.160014367727381,-0.92,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Vavuniya,Vavuniya,244.2,2025,2,300.0,1.2,1,0,0,0,0.8660254037844386,0.5000000000000001,243.6,245.85,247.0,245.48333333333335,245.66333333333333,1.7294025943469655,0.25,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Kilinochchi,Kilinochchi,244.6,2025,2,300.0,1.2,1,0,0,0,0.8660254037844386,0.5000000000000001,244.2,243.6,245.85,244.55000000000004,245.49666666666667,1.1651180197734567,0.16,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Vavuniya,Vavuniya,244.52,2025,3,300.0,1.3,1,0,0,0,1.0,6.123233995736766e-17,244.6,244.2,243.6,244.13333333333333,244.98833333333332,0.5033222956855855,-0.03,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Vavuniya,Vavuniya,242.95,2025,4,300.0,1.5,2,1,0,0,0.8660254037844387,-0.4999999999999998,244.52,244.6,244.2,244.44000000000003,244.96166666666667,0.2116601048871067,-0.64,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Mullattivu,Mullativu,243.9,2025,4,300.0,1.5,2,1,0,0,0.8660254037844387,-0.4999999999999998,242.95,244.52,244.6,244.02333333333334,244.28666666666666,0.9303941816962552,0.39,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Mullattivu,Mullativu,242.89,2025,5,300.0,1.4,2,1,0,0,0.49999999999999994,-0.8660254037844387,243.9,242.95,244.52,243.79,243.96166666666667,0.7907591289393757,-0.41,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Mannar,Mannar,258.52,2025,6,300.0,1.3,2,1,0,0,1.2246467991473532e-16,-1.0,242.89,243.9,242.95,243.24666666666667,243.84333333333333,0.5665980350605041,6.44,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Mullattivu,Mullativu,249.55,2025,6,300.0,1.3,2,1,0,0,1.2246467991473532e-16,-1.0,258.52,242.89,243.9,248.43666666666664,246.23,8.747012823434794,-3.47,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Vavuniya,Vavuniya,248.6,2025,6,300.0,1.3,2,1,0,0,1.2246467991473532e-16,-1.0,249.55,258.52,242.89,250.32000000000002,247.05499999999998,7.843398498100101,-0.38,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Kilinochchi,Kilinochchi,250.9,2025,6,300.0,1.3,2,1,0,0,1.2246467991473532e-16,-1.0,248.6,249.55,258.52,252.22333333333336,247.735,5.473722073080773,0.93,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Vavuniya,Vavuniya,244.83,2025,7,301.0,1.2,3,1,0,0,-0.4999999999999997,-0.8660254037844388,250.9,248.6,249.55,249.68333333333337,249.05999999999997,1.1557825631720082,-2.42,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Mannar,Mannar,246.94,2025,7,301.0,1.2,3,1,0,0,-0.4999999999999997,-0.8660254037844388,244.83,250.9,248.6,248.11,249.215,3.0645228013508756,0.86,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Mullattivu,Mullativu,246.93,2025,7,301.0,1.2,3,1,0,0,-0.4999999999999997,-0.8660254037844388,246.94,244.83,250.9,247.5566666666667,249.89,3.081628357432624,-0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,243.4,2025,7,301.0,1.2,3,1,0,0,-0.4999999999999997,-0.8660254037844388,246.93,246.94,244.83,246.23333333333335,247.95833333333334,1.2153326019379331,-1.43,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,243.27,2025,8,302.0,1.1,3,1,0,0,-0.8660254037844385,-0.5000000000000004,243.4,246.93,246.94,245.75666666666666,246.93333333333337,2.040939326225399,-0.05,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Mannar,Mannar,242.13,2025,9,302.0,1.1,3,1,0,0,-1.0,-1.8369701987210297e-16,243.27,243.4,246.93,244.5333333333334,246.045,2.0765917589487284,-0.47,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,243.5,2025,9,302.0,1.1,3,1,0,0,-1.0,-1.8369701987210297e-16,242.13,243.27,243.4,242.93333333333337,244.58333333333334,0.6987369557524863,0.57,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Kilinochchi,Kilinochchi,247.53,2025,9,302.0,1.1,3,1,0,0,-1.0,-1.8369701987210297e-16,243.5,242.13,243.27,242.9666666666667,244.36166666666665,0.7336438736432279,1.66,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Ratnapura,Rathnapura,58.4,2015,8,136.3,0.0,3,1,0,0,-0.8660254037844385,-0.5000000000000004,67.5,65.5,71.6,68.2,68.2,3.1096623610932395,-13.48,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Ratnapura,Rathnapura,58.95,2015,9,136.3,0.0,3,1,0,0,-1.0,-1.8369701987210297e-16,58.4,67.5,65.5,63.800000000000004,65.75,4.782258880487339,0.94,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Ratnapura,Rathnapura,62.1,2015,10,136.3,0.0,4,0,0,0,-0.8660254037844386,0.5000000000000001,58.95,58.4,67.5,61.61666666666667,64.39,5.102532051181386,5.34,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Ratnapura,Rathnapura,65.25,2015,11,136.3,0.0,4,0,0,0,-0.5000000000000004,0.8660254037844384,62.1,58.95,58.4,59.81666666666666,64.00833333333334,1.9964551919172462,5.07,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Ratnapura,Rathnapura,66.0,2016,3,144.4,0.0,1,0,0,0,1.0,6.123233995736766e-17,65.25,62.1,58.95,62.1,62.95000000000001,3.150000000000005,1.15,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Kegalle,Kegalle,66.67,2016,3,144.4,0.0,1,0,0,0,1.0,6.123233995736766e-17,66.0,65.25,62.1,64.45,63.03333333333334,2.06942020865751,1.02,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Kegalle,Kegalle,71.25,2016,5,144.4,0.0,2,1,0,0,0.49999999999999994,-0.8660254037844387,66.67,66.0,65.25,65.97333333333333,62.895,0.710375487565185,6.87,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Ratnapura,Rathnapura,73.08,2016,6,146.9,0.0,2,1,0,0,1.2246467991473532e-16,-1.0,71.25,66.67,66.0,67.97333333333334,65.03666666666668,2.857382251875569,2.57,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Ratnapura,Rathnapura,71.58,2016,7,146.9,0.0,3,1,0,0,-0.4999999999999997,-0.8660254037844388,73.08,71.25,66.67,70.33333333333333,67.39166666666667,3.301853015101297,-2.05,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Kegalle,Kegalle,75.0,2016,7,146.9,0.0,3,1,0,0,-0.4999999999999997,-0.8660254037844388,71.58,73.08,71.25,71.97,68.97166666666666,0.9753460924206476,4.78,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Ratnapura,Rathnapura,60.6,2016,9,146.9,0.0,3,1,0,0,-1.0,-1.8369701987210297e-16,75.0,71.58,73.08,73.22,70.59666666666666,1.7142928571280436,-19.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Kegalle,Kegalle,65.2,2016,9,146.9,0.0,3,1,0,0,-1.0,-1.8369701987210297e-16,60.6,75.0,71.58,69.05999999999999,69.69666666666667,7.5234832358423045,7.59,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Ratnapura,Rathnapura,62.7,2016,10,146.9,0.0,4,0,0,0,-0.8660254037844386,0.5000000000000001,65.2,60.6,75.0,66.93333333333334,69.45166666666667,7.354817015625444,-3.83,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Kegalle,Kegalle,74.92,2016,10,146.9,0.0,4,0,0,0,-0.8660254037844386,0.5000000000000001,62.7,65.2,60.6,62.833333333333336,68.02666666666667,2.3028967265888434,19.49,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Ratnapura,Rathnapura,71.0,2016,11,146.9,0.0,4,0,0,0,-0.5000000000000004,0.8660254037844384,74.92,62.7,65.2,67.60666666666667,68.33333333333333,6.455705486880082,-5.23,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Ratnapura,Rathnapura,95.3,2017,1,151.5,0.0,1,0,0,0,0.49999999999999994,0.8660254037844387,71.0,74.92,62.7,69.54,68.23666666666666,6.239455104414188,34.23,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Kegalle,Kegalle,91.84,2017,1,151.5,0.0,1,0,0,0,0.49999999999999994,0.8660254037844387,95.3,71.0,74.92,80.40666666666668,71.62,13.046077315934221,-3.63,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Kegalle,Kegalle,82.5,2017,4,151.5,0.0,2,1,0,0,0.8660254037844387,-0.4999999999999998,91.84,95.3,71.0,86.04666666666667,76.82666666666667,13.145133446767797,-10.17,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Ratnapura,Rathnapura,84.08,2017,5,151.5,0.0,2,1,0,0,0.49999999999999994,-0.8660254037844387,82.5,91.84,95.3,89.88,79.71,6.621268760592649,1.92,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Kegalle,Kegalle,92.8,2017,5,151.5,0.0,2,1,0,0,0.49999999999999994,-0.8660254037844387,84.08,82.5,91.84,86.13999999999999,83.27333333333333,4.999159929428148,10.37,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Ratnapura,Rathnapura,86.7,2017,6,153.5,0.0,2,1,0,0,1.2246467991473532e-16,-1.0,92.8,84.08,82.5,86.46,86.25333333333333,5.54714340899891,-6.57,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Kegalle,Kegalle,96.67,2017,7,153.5,0.0,3,1,0,0,-0.4999999999999997,-0.8660254037844388,86.7,92.8,84.08,87.86000000000001,88.87,4.474237365183047,11.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Ratnapura,Rathnapura,81.0,2017,8,153.5,0.0,3,1,0,0,-0.8660254037844385,-0.5000000000000004,96.67,86.7,92.8,92.05666666666667,89.09833333333334,5.026393670747817,-16.21,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Ratnapura,Rathnapura,90.33,2017,9,153.5,0.0,3,1,0,0,-1.0,-1.8369701987210297e-16,81.0,96.67,86.7,88.12333333333333,87.29166666666667,7.931370205288209,11.52,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Ratnapura,Rathnapura,92.6,2017,10,153.5,0.0,4,0,0,0,-0.8660254037844386,0.5000000000000001,90.33,81.0,96.67,89.33333333333333,88.59666666666668,7.882400226665326,2.51,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Kegalle,Kegalle,103.9,2017,10,153.5,0.0,4,0,0,0,-0.8660254037844386,0.5000000000000001,92.6,90.33,81.0,87.97666666666665,90.01666666666665,6.147652668566552,12.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0
