district,market,price_lkr,year,month,usd_lkr_rate,food_inflation_yoy,quarter,agri_season,crisis_period,covid_lockdown,month_sin,month_cos,price_lag_1m,price_lag_2m,price_lag_3m,price_roll3m_mean,price_roll6m_mean,price_roll3m_std,price_mom_pct,rice_Rice (long grain),rice_Rice (medium grain),rice_Rice (red nadu),rice_Rice (red),rice_Rice (white),prov_Central,prov_Eastern,prov_North Central,prov_North Western,prov_Northern,prov_Sabaragamuwa,prov_Southern,prov_Uva,prov_Western
Mullattivu,Mulaitivu,30.0,2007,11,111.0,0.0,4,0,0,0,-0.5000000000000004,0.8660254037844384,53.5,30.0,95.0,59.5,48.083333333333336,32.91276348166474,-43.93,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Vavuniya,Vavuniya,60.5,2008,1,108.5,0.0,1,0,0,0,0.49999999999999994,0.8660254037844387,30.0,53.5,30.0,37.833333333333336,48.25,13.567731325956444,101.67,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Kilinochchi,Kilinochchi,32.0,2008,1,108.5,0.0,1,0,0,0,0.49999999999999994,0.8660254037844387,60.5,30.0,53.5,48.0,53.333333333333336,15.976545308670625,-47.11,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,75.0,2008,1,108.5,0.0,1,0,0,0,0.49999999999999994,0.8660254037844387,32.0,60.5,30.0,40.833333333333336,50.166666666666664,17.06116447764746,134.38,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Mannar,Mannar,62.5,2008,1,108.5,0.0,1,0,0,0,0.49999999999999994,0.8660254037844387,75.0,32.0,60.5,55.833333333333336,46.833333333333336,21.876547564305888,-16.67,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,75.0,2008,2,108.5,0.0,1,0,0,0,0.8660254037844386,0.5000000000000001,62.5,75.0,32.0,56.5,52.25,22.118996360594764,20.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Kilinochchi,Kilinochchi,34.0,2008,2,108.5,0.0,1,0,0,0,0.8660254037844386,0.5000000000000001,75.0,62.5,75.0,70.83333333333333,55.833333333333336,7.216878364870515,-54.67,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Vavuniya,Vavuniya,59.0,2008,2,108.5,0.0,1,0,0,0,0.8660254037844386,0.5000000000000001,34.0,75.0,62.5,57.166666666666664,56.5,21.01388429903757,73.53,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,76.0,2008,3,108.5,0.0,1,0,0,0,1.0,6.123233995736766e-17,59.0,34.0,75.0,56.0,56.25,20.663978319771932,28.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Kilinochchi,Kilinochchi,34.0,2008,3,108.5,0.0,1,0,0,0,1.0,6.123233995736766e-17,76.0,59.0,34.0,56.333333333333336,63.583333333333336,21.126602503321205,-55.26,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Mannar,Mannar,61.0,2008,3,108.5,0.0,1,0,0,0,1.0,6.123233995736766e-17,34.0,76.0,59.0,56.333333333333336,56.75,21.126602503321205,79.41,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Vavuniya,Vavuniya,60.0,2008,3,108.5,0.0,1,0,0,0,1.0,6.123233995736766e-17,61.0,34.0,76.0,57.0,56.5,21.283796653792866,-1.64,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Mullattivu,Mulaitivu,33.0,2008,4,108.5,0.0,2,1,0,0,0.8660254037844387,-0.4999999999999998,60.0,61.0,34.0,51.666666666666664,54.0,15.307950004273538,-45.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Kilinochchi,Kilinochchi,34.0,2008,4,108.5,0.0,2,1,0,0,0.8660254037844387,-0.4999999999999998,33.0,60.0,61.0,51.333333333333336,53.833333333333336,15.885003409925293,3.03,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,86.0,2008,4,108.5,0.0,2,1,0,0,0.8660254037844387,-0.4999999999999998,34.0,33.0,60.0,42.333333333333336,49.666666666666664,15.30795000427357,152.94,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,95.0,2008,5,108.5,0.0,2,1,0,0,0.49999999999999994,-0.8660254037844387,86.0,34.0,33.0,51.0,51.333333333333336,30.315012782448317,10.47,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Mannar,Mannar,66.5,2008,5,108.5,0.0,2,1,0,0,0.49999999999999994,-0.8660254037844387,95.0,86.0,34.0,71.66666666666667,61.5,32.92921701670623,-30.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Mullattivu,Mulaitivu,35.0,2008,5,108.5,0.0,2,1,0,0,0.49999999999999994,-0.8660254037844387,66.5,95.0,86.0,82.5,62.416666666666664,14.56880228433348,-47.37,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Vavuniya,Vavuniya,66.5,2008,5,108.5,0.0,2,1,0,0,0.49999999999999994,-0.8660254037844387,35.0,66.5,95.0,65.5,58.25,30.012497396917876,90.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Mullattivu,Mulaitivu,39.0,2008,6,108.3,0.0,2,1,0,0,1.2246467991473532e-16,-1.0,66.5,35.0,66.5,56.0,63.833333333333336,18.18653347947331,-41.35,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Mannar,Mannar,65.0,2008,6,108.3,0.0,2,1,0,0,1.2246467991473532e-16,-1.0,39.0,66.5,35.0,46.833333333333336,64.66666666666667,17.14885807665741,66.67,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,100.0,2008,6,108.3,0.0,2,1,0,0,1.2246467991473532e-16,-1.0,65.0,39.0,66.5,56.833333333333336,61.166666666666664,15.462319791458743,53.85,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Kilinochchi,Kilinochchi,38.0,2008,6,108.3,0.0,2,1,0,0,1.2246467991473532e-16,-1.0,100.0,65.0,39.0,68.0,62.0,30.610455730027965,-62.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,100.0,2008,7,108.3,0.0,3,1,0,0,-0.4999999999999997,-0.8660254037844388,38.0,100.0,65.0,67.66666666666667,57.25,31.085902485424725,163.16,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Kilinochchi,Kilinochchi,40.0,2008,7,108.3,0.0,3,1,0,0,-0.4999999999999997,-0.8660254037844388,100.0,38.0,100.0,79.33333333333333,68.08333333333333,35.79571668975681,-60.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Mannar,Mannar,65.0,2008,7,108.3,0.0,3,1,0,0,-0.4999999999999997,-0.8660254037844388,40.0,100.0,38.0,59.333333333333336,63.666666666666664,35.232560697930204,62.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Mullattivu,Mulaitivu,39.0,2008,7,108.3,0.0,3,1,0,0,-0.4999999999999997,-0.8660254037844388,65.0,40.0,100.0,68.33333333333333,68.0,30.13856886670857,-40.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Vavuniya,Vavuniya,66.5,2008,7,108.3,0.0,3,1,0,0,-0.4999999999999997,-0.8660254037844388,39.0,65.0,40.0,48.0,63.666666666666664,14.730919862656373,70.51,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Mullattivu,Mulaitivu,40.0,2008,8,108.3,0.0,3,1,0,0,-0.8660254037844385,-0.5000000000000004,66.5,39.0,65.0,56.833333333333336,58.083333333333336,15.46231979145873,-39.85,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,117.5,2008,8,108.3,0.0,3,1,0,0,-0.8660254037844385,-0.5000000000000004,40.0,66.5,39.0,48.5,58.416666666666664,15.59647396048235,193.75,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Vavuniya,Vavuniya,72.0,2009,1,113.5,0.0,1,0,0,0,0.49999999999999994,0.8660254037844387,117.5,40.0,66.5,74.66666666666667,61.333333333333336,39.39014259092412,-38.72,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,127.92,2009,1,113.5,0.0,1,0,0,0,0.49999999999999994,0.8660254037844387,72.0,117.5,40.0,76.5,66.66666666666667,38.945474705028325,77.67,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,122.78,2009,2,113.5,0.0,1,0,0,0,0.8660254037844386,0.5000000000000001,127.92,72.0,117.5,105.80666666666667,77.15333333333334,29.73738612140164,-4.02,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Vavuniya,Vavuniya,74.0,2009,2,113.5,0.0,1,0,0,0,0.8660254037844386,0.5000000000000001,122.78,127.92,72.0,107.56666666666666,91.11666666666667,30.908667608509603,-39.73,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,113.75,2009,4,113.5,0.0,2,1,0,0,0.8660254037844387,-0.4999999999999998,74.0,122.78,127.92,108.23333333333333,92.36666666666667,29.75812046036057,53.72,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Vavuniya,Vavuniya,75.0,2009,5,113.5,0.0,2,1,0,0,0.49999999999999994,-0.8660254037844387,113.75,74.0,122.78,103.50999999999999,104.65833333333335,25.952173319396532,-34.07,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,114.17,2009,6,114.0,0.0,2,1,0,0,1.2246467991473532e-16,-1.0,75.0,113.75,74.0,87.58333333333333,97.575,22.6665134798745,52.23,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Mannar,Mannar,80.0,2009,6,114.0,0.0,2,1,0,0,1.2246467991473532e-16,-1.0,114.17,75.0,113.75,100.97333333333334,104.60333333333334,22.494546746563508,-29.93,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Vavuniya,Vavuniya,78.17,2009,6,114.0,0.0,2,1,0,0,1.2246467991473532e-16,-1.0,80.0,114.17,75.0,89.72333333333334,96.61666666666667,21.318527935421155,-2.29,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Mannar,Mannar,79.5,2009,7,114.0,0.0,3,1,0,0,-0.4999999999999997,-0.8660254037844388,78.17,80.0,114.17,90.78000000000002,89.18166666666667,20.27698942150927,1.7,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,108.33,2009,8,114.0,0.0,3,1,0,0,-0.8660254037844385,-0.5000000000000004,79.5,78.17,80.0,79.22333333333334,90.09833333333334,0.9458505872142756,36.26,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Mannar,Mannar,80.0,2009,8,114.0,0.0,3,1,0,0,-0.8660254037844385,-0.5000000000000004,108.33,79.5,78.17,88.66666666666667,89.19500000000001,17.041925751901758,-26.15,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Vavuniya,Vavuniya,80.16,2009,8,114.0,0.0,3,1,0,0,-0.8660254037844385,-0.5000000000000004,80.0,108.33,79.5,89.27666666666666,90.02833333333335,16.502564447180088,0.2,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,101.67,2009,9,114.0,0.0,3,1,0,0,-1.0,-1.8369701987210297e-16,80.16,80.0,108.33,89.49666666666667,84.36,16.310341300332503,26.83,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Mannar,Mannar,80.0,2009,9,114.0,0.0,3,1,0,0,-1.0,-1.8369701987210297e-16,101.67,80.16,80.0,87.27666666666666,87.97166666666668,12.46524902813147,-21.31,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Vavuniya,Vavuniya,78.08,2009,9,114.0,0.0,3,1,0,0,-1.0,-1.8369701987210297e-16,80.0,101.67,80.16,87.27666666666666,88.27666666666666,12.46524902813147,-2.4,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,105.0,2009,10,114.0,0.0,4,0,0,0,-0.8660254037844386,0.5000000000000001,78.08,80.0,101.67,86.58333333333333,88.04,13.100657744301719,34.48,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,99.58,2009,11,114.0,0.0,4,0,0,0,-0.5000000000000004,0.8660254037844384,105.0,78.08,80.0,87.69333333333333,87.485,15.01872608889757,-5.16,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Vavuniya,Vavuniya,79.83,2009,11,114.0,0.0,4,0,0,0,-0.5000000000000004,0.8660254037844384,99.58,105.0,78.08,94.21999999999998,90.74833333333333,14.23793524356669,-19.83,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Vavuniya,Vavuniya,80.08,2010,1,114.0,0.0,1,0,0,0,0.49999999999999994,0.8660254037844387,79.83,99.58,105.0,94.80333333333333,90.69333333333334,13.247438746162667,0.31,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Vavuniya,Vavuniya,85.83,2010,2,114.0,0.0,1,0,0,0,0.8660254037844386,0.5000000000000001,80.08,79.83,99.58,86.49666666666667,87.09500000000001,11.331188522539582,7.18,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,92.22,2010,2,114.0,0.0,1,0,0,0,0.8660254037844386,0.5000000000000001,85.83,80.08,79.83,81.91333333333334,88.06666666666666,3.3942353090693693,7.44,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,81.84,2010,3,114.0,0.0,1,0,0,0,1.0,6.123233995736766e-17,92.22,85.83,80.08,86.04333333333334,90.42333333333333,6.072810991075951,-11.26,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,72.78,2010,4,114.0,0.0,2,1,0,0,0.8660254037844387,-0.4999999999999998,81.84,92.22,85.83,86.63,86.56333333333333,5.2360385789258155,-11.07,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,63.75,2010,5,114.0,0.0,2,1,0,0,0.49999999999999994,-0.8660254037844387,72.78,81.84,92.22,82.28,82.09666666666666,9.727466268253002,-12.41,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Vavuniya,Vavuniya,64.83,2010,6,113.0,0.0,2,1,0,0,1.2246467991473532e-16,-1.0,63.75,72.78,81.84,72.79,79.41666666666667,9.045004145936094,1.69,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Mannar,Mannar,67.75,2010,6,113.0,0.0,2,1,0,0,1.2246467991473532e-16,-1.0,64.83,63.75,72.78,67.12,76.875,4.931358839103239,4.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,63.33,2010,6,113.0,0.0,2,1,0,0,1.2246467991473532e-16,-1.0,67.75,64.83,63.75,65.44333333333333,73.86166666666666,2.069331615119996,-6.52,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Vavuniya,Vavuniya,61.25,2010,8,113.0,0.0,3,1,0,0,-0.8660254037844385,-0.5000000000000004,63.33,67.75,64.83,65.30333333333333,69.04666666666667,2.247695115743047,-3.28,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,59.33,2010,9,113.0,0.0,3,1,0,0,-1.0,-1.8369701987210297e-16,61.25,63.33,67.75,64.11,65.615,3.3194577870492523,-3.13,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,60.92,2010,10,113.0,0.0,4,0,0,0,-0.8660254037844386,0.5000000000000001,59.33,61.25,63.33,61.303333333333335,63.373333333333335,2.0005332622417185,2.68,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Vavuniya,Vavuniya,62.42,2010,10,113.0,0.0,4,0,0,0,-0.8660254037844386,0.5000000000000001,60.92,59.33,61.25,60.5,62.901666666666664,1.0265963179372106,2.46,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,61.25,2010,11,113.0,0.0,4,0,0,0,-0.5000000000000004,0.8660254037844384,62.42,60.92,59.33,60.89000000000001,62.5,1.5452184311618204,-1.87,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Mannar,Mannar,61.25,2010,11,113.0,0.0,4,0,0,0,-0.5000000000000004,0.8660254037844384,61.25,62.42,60.92,61.53,61.416666666666664,0.7882258559588887,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Vavuniya,Vavuniya,67.25,2010,11,113.0,0.0,4,0,0,0,-0.5000000000000004,0.8660254037844384,61.25,61.25,62.42,61.64000000000001,61.06999999999999,0.6754998149534256,9.8,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Vavuniya,Vavuniya,67.92,2010,12,111.0,0.0,4,0,0,0,-2.4492935982947064e-16,1.0,67.25,61.25,61.25,63.25,62.06999999999999,3.4641016151380337,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,62.13,2011,1,111.0,0.0,1,0,0,0,0.49999999999999994,0.8660254037844387,67.92,67.25,61.25,65.47333333333334,63.501666666666665,3.6728236185985055,-8.52,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Kilinochchi,Kilinochchi,61.66,2011,1,111.0,0.0,1,0,0,0,0.49999999999999994,0.8660254037844387,62.13,67.92,67.25,65.76666666666667,63.70333333333334,3.167212233705689,-0.76,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Mannar,Mannar,65.0,2011,1,111.0,0.0,1,0,0,0,0.49999999999999994,0.8660254037844387,61.66,62.13,67.92,63.903333333333336,63.576666666666675,3.486464302604462,5.42,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Mannar,Mannar,61.25,2011,2,111.0,0.0,1,0,0,0,0.8660254037844386,0.5000000000000001,65.0,61.66,62.13,62.93000000000001,64.20166666666667,1.8080099557253513,-5.77,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Kilinochchi,Kilinochchi,79.41,2011,2,111.0,0.0,1,0,0,0,0.8660254037844386,0.5000000000000001,61.25,65.0,61.66,62.63666666666668,64.20166666666667,2.056947576710539,29.65,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,74.38,2011,2,111.0,0.0,1,0,0,0,0.8660254037844386,0.5000000000000001,79.41,61.25,65.0,68.55333333333334,66.22833333333334,9.587284982378204,-6.33,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Mannar,Mannar,60.0,2011,3,111.0,0.0,1,0,0,0,1.0,6.123233995736766e-17,74.38,79.41,61.25,71.68,67.30499999999999,9.37624125116248,-19.33,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Kilinochchi,Kilinochchi,63.25,2011,3,111.0,0.0,1,0,0,0,1.0,6.123233995736766e-17,60.0,74.38,79.41,71.26333333333334,66.95,10.073342709018407,5.42,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,60.0,2011,4,111.0,0.0,2,1,0,0,0.8660254037844387,-0.4999999999999998,63.25,60.0,74.38,65.87666666666667,67.21499999999999,7.541262051761288,-5.14,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Mannar,Mannar,60.0,2011,4,111.0,0.0,2,1,0,0,0.8660254037844387,-0.4999999999999998,60.0,63.25,60.0,61.083333333333336,66.38166666666666,1.8763883748668708,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Mullattivu,Mulaitivu,61.22,2011,4,111.0,0.0,2,1,0,0,0.8660254037844387,-0.4999999999999998,60.0,60.0,63.25,61.083333333333336,66.17333333333333,1.8763883748668708,2.03,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Kilinochchi,Kilinochchi,61.22,2011,5,111.0,0.0,2,1,0,0,0.49999999999999994,-0.8660254037844387,61.22,60.0,60.0,60.40666666666667,63.14166666666667,0.7043673284129709,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Vavuniya,Vavuniya,60.0,2011,6,110.2,0.0,2,1,0,0,1.2246467991473532e-16,-1.0,61.22,61.22,60.0,60.81333333333333,60.94833333333333,0.7043673284129288,-1.99,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Mannar,Mannar,60.0,2011,6,110.2,0.0,2,1,0,0,1.2246467991473532e-16,-1.0,60.0,61.22,61.22,60.81333333333333,60.94833333333333,0.7043673284129288,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Kilinochchi,Kilinochchi,57.83,2011,6,110.2,0.0,2,1,0,0,1.2246467991473532e-16,-1.0,60.0,60.0,61.22,60.40666666666667,60.406666666666666,0.7043673284129709,-3.62,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,60.0,2011,7,110.2,0.0,3,1,0,0,-0.4999999999999997,-0.8660254037844388,57.83,60.0,60.0,59.27666666666667,60.044999999999995,1.252850084142469,3.75,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Mannar,Mannar,60.0,2011,7,110.2,0.0,3,1,0,0,-0.4999999999999997,-0.8660254037844388,60.0,57.83,60.0,59.27666666666667,60.044999999999995,1.252850084142469,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Mullattivu,Mulaitivu,61.33,2011,7,110.2,0.0,3,1,0,0,-0.4999999999999997,-0.8660254037844388,60.0,60.0,57.83,59.27666666666667,59.84166666666666,1.252850084142469,2.22,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Vavuniya,Vavuniya,60.0,2011,8,110.2,0.0,3,1,0,0,-0.8660254037844385,-0.5000000000000004,61.33,60.0,60.0,60.443333333333335,59.85999999999999,0.7678758580236933,-2.17,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,60.0,2011,8,110.2,0.0,3,1,0,0,-0.8660254037844385,-0.5000000000000004,60.0,61.33,60.0,60.443333333333335,59.85999999999999,0.7678758580236933,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Mannar,Mannar,60.0,2011,9,110.2,0.0,3,1,0,0,-1.0,-1.8369701987210297e-16,60.0,60.0,61.33,60.443333333333335,59.85999999999999,0.7678758580236933,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Kilinochchi,Kilinochchi,56.0,2011,9,110.2,0.0,3,1,0,0,-1.0,-1.8369701987210297e-16,60.0,60.0,60.0,60.0,60.22166666666667,0.0,-6.67,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,60.0,2011,9,110.2,0.0,3,1,0,0,-1.0,-1.8369701987210297e-16,56.0,60.0,60.0,58.666666666666664,59.55500000000001,2.3094010767590536,7.14,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,60.63,2011,10,110.2,0.0,4,0,0,0,-0.8660254037844386,0.5000000000000001,60.0,56.0,60.0,58.666666666666664,59.55500000000001,2.3094010767590536,1.05,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Mullattivu,Mulaitivu,59.42,2011,10,110.2,0.0,4,0,0,0,-0.8660254037844386,0.5000000000000001,60.63,60.0,56.0,58.87666666666667,59.43833333333333,2.5111020157165758,-2.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,61.88,2011,11,110.2,0.0,4,0,0,0,-0.5000000000000004,0.8660254037844384,59.42,60.63,60.0,60.01666666666667,59.34166666666666,0.6051721518177186,4.14,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Mannar,Mannar,61.25,2011,11,110.2,0.0,4,0,0,0,-0.5000000000000004,0.8660254037844384,61.88,59.42,60.63,60.64333333333334,59.654999999999994,1.23005419934879,-1.02,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Kilinochchi,Kilinochchi,66.22,2011,12,113.9,0.0,4,0,0,0,-2.4492935982947064e-16,1.0,61.25,61.88,59.42,60.85,59.86333333333332,1.277849756427659,8.11,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Mannar,Mannar,60.0,2011,12,113.9,0.0,4,0,0,0,-2.4492935982947064e-16,1.0,66.22,61.25,61.88,63.116666666666674,61.56666666666666,2.7059625520940265,-9.39,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Mullattivu,Mulaitivu,61.0,2011,12,113.9,0.0,4,0,0,0,-2.4492935982947064e-16,1.0,60.0,66.22,61.25,62.49000000000001,61.56666666666666,3.290182365766671,1.67,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Vavuniya,Vavuniya,62.5,2011,12,113.9,0.0,4,0,0,0,-2.4492935982947064e-16,1.0,61.0,60.0,66.22,62.40666666666667,61.62833333333333,3.3400798393654183,2.46,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Mullattivu,Mulaitivu,66.66,2012,1,114.0,0.0,1,0,0,0,0.49999999999999994,0.8660254037844387,62.5,61.0,60.0,61.166666666666664,62.14166666666667,1.2583057392126547,6.66,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Vavuniya,Vavuniya,66.42,2012,1,114.0,0.0,1,0,0,0,0.49999999999999994,0.8660254037844387,66.66,62.5,61.0,63.38666666666668,62.93833333333333,2.9323255844696337,-0.36,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Kilinochchi,Kilinochchi,65.5,2012,1,114.0,0.0,1,0,0,0,0.49999999999999994,0.8660254037844387,66.42,66.66,62.5,65.19333333333334,63.800000000000004,2.3355798708960744,-1.39,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Mannar,Mannar,60.0,2012,1,114.0,0.0,1,0,0,0,0.49999999999999994,0.8660254037844387,65.5,66.42,66.66,66.19333333333334,63.68,0.6123180001721084,-8.4,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,61.88,2012,2,114.0,0.0,1,0,0,0,0.8660254037844386,0.5000000000000001,60.0,65.5,66.42,63.973333333333336,63.68,3.47161825858419,3.13,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Mannar,Mannar,60.0,2012,2,114.0,0.0,1,0,0,0,0.8660254037844386,0.5000000000000001,61.88,60.0,65.5,62.46000000000001,63.82666666666666,2.7954963781056876,-3.04,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Mullattivu,Mulaitivu,59.83,2012,2,114.0,0.0,1,0,0,0,0.8660254037844386,0.5000000000000001,60.0,61.88,60.0,60.62666666666667,63.41,1.0854185060775539,-0.28,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Vavuniya,Vavuniya,65.0,2012,2,114.0,0.0,1,0,0,0,0.8660254037844386,0.5000000000000001,59.83,60.0,61.88,60.57,62.27166666666667,1.1376730637587857,8.64,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Mullattivu,Mulaitivu,58.0,2012,3,114.0,0.0,1,0,0,0,1.0,6.123233995736766e-17,65.0,59.83,60.0,61.61000000000001,62.035000000000004,2.9370563494768307,-10.77,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Jaffna,Jaffna,60.0,2012,3,114.0,0.0,1,0,0,0,1.0,6.123233995736766e-17,58.0,65.0,59.83,60.943333333333335,60.785000000000004,3.630376472672716,3.45,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Mannar,Mannar,60.0,2012,3,114.0,0.0,1,0,0,0,1.0,6.123233995736766e-17,60.0,58.0,65.0,61.0,60.785000000000004,3.6055512754643013,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Vavuniya,Vavuniya,64.67,2012,4,114.0,0.0,2,1,0,0,0.8660254037844387,-0.4999999999999998,60.0,60.0,58.0,59.333333333333336,60.47166666666667,1.1547005383803322,7.78,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Kilinochchi,Kilinochchi,52.58,2012,4,114.0,0.0,2,1,0,0,0.8660254037844387,-0.4999999999999998,64.67,60.0,60.0,61.55666666666667,61.25,2.696225757115958,-18.69,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Mullattivu,Mulaitivu,57.67,2012,4,114.0,0.0,2,1,0,0,0.8660254037844387,-0.4999999999999998,52.58,64.67,60.0,59.083333333333336,60.041666666666664,6.0969035857011775,9.68,0,0,1,0,0,0,0,0,0,1,0,0,0,0
